Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
perception	existence	Friday	not	_	_	_	_	Mother	not Friday	34
perception	existence	Monday	not	_	_	_	_	Mother	not Monday	34
perception	possession	have	not	_	_	_	_	Target_Child	not having it today	34
perception	possession	have	not	_	_	_	_	Target_Child	not having it today	34
perception	possession	do	not	_	_	_	_	Mother	now he does n't haf ta reach across for it now	34
perception	existence	me	not	_	_	_	_	Target_Child	me not going there today	34
perception	existence	me	not	_	_	_	_	Target_Child	me not going there today	34
perception	possession	do	not	_	_	_	_	Mother	but the one nearest us does n't have a slide does n't it not	34
perception	existence	they	not	_	_	_	_	Target_Child	because they not very nice to me	34
perception	possession	do	not	_	_	_	_	Mother	but I do n't have eyes in the back of my head	34
perception	possession	you	not	_	_	_	_	Target_Child	you not having blue one	34
perception	possession	be	not	_	_	_	_	Mother	I 'm not having you jump onto my back anymore	34
perception	existence	witch	no	_	_	_	_	Target_Child	there no wicked witch here	34
perception	existence	witch	no	_	_	_	_	Mother	is there no wicked witch here	34
perception	existence	spire	no	_	_	_	_	Mother	well no because then they will n't be spires	34
perception	existence	doll	not	_	_	_	_	Target_Child	not these dollys	34
perception	existence	them	not	_	_	_	_	Target_Child	not them	34
perception	existence	Ruth	no	_	_	_	_	Mother	no Ruth	34
perception	existence	anybody	not	_	_	_	_	Target_Child	not for anybody	34
perception	existence	anybody	not	_	_	_	_	Mother	not for anybody	34
perception	existence	you	not	_	_	_	_	Target_Child	you not sillybilly	34
perception	existence	you	not	_	_	_	_	Mother	are you not making room	34
perception	existence	one	not	_	_	_	_	Target_Child	not with little ones	34
perception	existence	more	no	_	_	_	_	Target_Child	no more	34
perception	existence	bit	not	_	_	_	_	Mother	not a big bit your friend	34
perception	possession	do	not	_	_	_	_	Mother	these are plants that do n't have any leaves or flowers but send tiny threads down into other plants or animal other plants or animal dung and feed on them	31
perception	possession	do	not	_	_	_	_	Target_Child	this does n't have a smell	31
perception	possession	do	not	_	_	_	_	Mother	I think on our tree back there we have a bird feeder but it does n't have any bird food in it do you think maybe this weekend we should buy some	31
perception	possession	do	not	_	_	_	_	Mother	you know what I do n't have any more bread those were our last two slices Mommy has to go buy some more bread	31
perception	possession	do	not	_	_	_	_	Mother	I do n't have any more but I can get you something else	31
perception	possession	do	not	_	_	_	_	Mother	well I do n't have any more toast Sweetie Pie	31
perception	existence	those	no	_	_	_	_	Mother	no those are little eggs	31
perception	existence	that	not	_	_	_	_	Target_Child	not that	31
perception	existence	that	not	_	_	_	_	Mother	not that	31
perception	existence	that	no	_	_	_	_	Target_Child	no not that	31
perception	existence	potato	no	_	_	_	_	Target_Child	no potatoes	31
perception	existence	spider	not	_	_	_	_	Mother	yeah that spider not so nice	31
perception	existence	hole	no	_	_	_	_	Mother	there is no hole I bet it came from a package I bought where you 're spos ta make your own hole	28
perception	existence	Shem	no	_	_	_	_	Target_Child	no for Shem	28
perception	existence	here	no	_	_	_	_	Target_Child	no in here	28
perception	existence	playdough	no	_	_	_	_	Target_Child	no no the playdough I wan na take it off another playdough	28
perception	existence	anything	not	_	_	_	_	Target_Child	not anything maybe you get another one	28
perception	existence	shelf	no	_	_	_	_	Target_Child	no my self mine	28
perception	existence	this	no	_	_	_	_	Target_Child	no not this too you read it	28
perception	existence	those	not	_	_	_	_	Mother	we 're gon na try to put em in the holes but not those but let 's put those away and play with blocks now	20
perception	existence	that	no	_	_	_	_	Mother	no that 's a square	20
perception	existence	circle	no	_	_	_	_	Mother	no a circle goes in that	20
perception	existence	one	no	_	_	_	_	Mother	no not that green one	20
perception	existence	one	not	_	_	_	_	Mother	no not that green one	20
perception	existence	honey	no	_	_	_	_	Mother	no honey	28
perception	existence	one	no	_	_	_	_	Mother	no the white ones go in there	28
perception	existence	one	no	_	_	_	_	Mother	no the white ones go over here honey	28
perception	possession	do	not	_	_	_	_	Mother	hey look at this lady she does n't have a seat	51
perception	existence	more	no	_	_	_	_	Target_Child	daddy do n't no more	51
perception	existence	sir	no	_	_	_	_	Mother	no sir	51
perception	existence	those	no	_	_	_	_	Mother	no those are saucers	51
perception	existence	way	no	_	_	_	_	Mother	and I knew there was no way I was getting any sleep	39
perception	possession	do	not	_	_	_	_	Mother	well I 'm glad that they did n't haf ta start me that morning	39
perception	existence	Mike	not	_	_	_	_	Mother	and then Mike not being there	39
perception	existence	shoe	no	_	_	_	_	Mother	have you no shoes on	39
perception	existence	Ann	no	_	_	_	_	Mother	no Ann do n't	39
perception	possession	be	not	_	_	_	_	Mother	cause I know I 'm not having another baby again	39
perception	existence	more	no	_	_	_	_	Mother	no she 's not allowed Sparklers no more	39
perception	existence	Mum_And_Toddlers	not	_	_	_	_	Mother	cause with Mum_And_Toddlers not being on I never need the car	39
perception	existence	way	no	_	_	_	_	Mother	there 's no way	39
perception	possession	should	not	_	_	_	_	Mother	ach Cathy you should n't have bothered	39
perception	possession	can	not	_	_	_	_	Mother	you ca n't have enough bibs sure you ca n't	39
perception	existence	animal	no	_	_	_	_	Target_Child	that no real animal	67
perception	possession	do	not	_	_	_	_	Mother	that 's the end of it you do n't have no more	67
perception	existence	chicken	no	_	_	_	_	Target_Child	that you said it do n't got no chicken pox no more	67
perception	existence	more	no	_	_	_	_	Target_Child	that you said it do n't got no chicken pox no more	67
perception	existence	Mommy	no	_	_	_	_	Target_Child	no no Mommy	25
perception	existence	Mommy	no	_	_	_	_	Target_Child	no no Mommy	25
perception	existence	Mommy	no	_	_	_	_	Target_Child	no no Mommy	25
perception	existence	that	no	_	_	_	_	Mother	no that 's the puzzle	25
perception	existence	one	no	_	_	_	_	Mother	no that one yeah	25
perception	existence	train	no	_	_	_	_	Target_Child	oh no train	25
perception	existence	train	no	_	_	_	_	Mother	do n't you get me train do n't you get me train no no no no no no pull pull	25
perception	existence	train	no	_	_	_	_	Mother	do n't you get me train do n't you get me train no no no no no no pull pull	25
perception	existence	train	no	_	_	_	_	Mother	do n't you get me train do n't you get me train no no no no no no pull pull	25
perception	existence	train	no	_	_	_	_	Mother	do n't you get me train do n't you get me train no no no no no no pull pull	25
perception	existence	train	no	_	_	_	_	Mother	do n't you get me train do n't you get me train no no no no no no pull pull	25
perception	existence	Mommy	no	_	_	_	_	Target_Child	no no Mommy	25
perception	existence	one	no	_	_	_	_	Target_Child	no one no one no no no one	25
perception	existence	one	no	_	_	_	_	Target_Child	no one no one no no no one	25
perception	existence	one	no	_	_	_	_	Target_Child	no one no one no no no one	25
perception	existence	one	no	_	_	_	_	Target_Child	no one no one no no no one	25
perception	existence	one	no	_	_	_	_	Target_Child	no one no one no no no one	25
perception	existence	one	no	_	_	_	_	Mother	what what is it no one knows	25
perception	existence	I	no	_	_	_	_	Mother	I do n't know no I do n't think it 's under there honey	25
perception	existence	push	no	_	_	_	_	Target_Child	no Im going push the stroller	28
perception	existence	fault	not	_	_	_	_	Target_Child	your fault not my fault	35
perception	existence	fault	not	_	_	_	_	Target_Child	your fault not my fault	35
perception	existence	them	no	_	_	_	_	Target_Child	I no taste them	35
perception	existence	taste	no	_	_	_	_	Target_Child	I no taste earrings	35
perception	possession	do	not	_	_	_	_	Mother	you do n't have any	35
perception	existence	Terry	no	_	_	_	_	Target_Child	no Terry	35
perception	existence	egg	not	_	_	_	_	Target_Child	not eggs	35
perception	existence	egg	not	_	_	_	_	Target_Child	not eggs eggs	35
perception	existence	spank	not	_	_	_	_	Father	not a spanking	35
perception	existence	leg	not	_	_	_	_	Target_Child	not my leg	35
perception	existence	leg	not	_	_	_	_	Target_Child	not my leg	35
perception	existence	it	not	_	_	_	_	Target_Child	it not was Daddy	29
perception	existence	baby	not	_	_	_	_	Mother	not really babies	29
perception	existence	Fraser	no	_	_	_	_	Mother	no Fraser	29
perception	existence	Maisy	not	_	_	_	_	Target_Child	Maisy not in there	29
perception	existence	there	not	_	_	_	_	Target_Child	not in there	29
perception	existence	there	not	_	_	_	_	Target_Child	not in there	29
perception	existence	help	not	_	_	_	_	Target_Child	help not in there	29
perception	existence	fish	not	_	_	_	_	Mother	a little fish is n't there	29
perception	existence	that	no	_	_	_	_	Mother	no that 's a whale	29
perception	existence	that	no	_	_	_	_	Mother	no that 's a whale	29
perception	existence	Maisy	not	_	_	_	_	Mother	is Maisy not your favorite	29
perception	existence	purple	not	_	_	_	_	Mother	Tinky_winky's purple is n't he	29
perception	possession	do	not	_	_	_	_	Target_Child	we do n't have scooters in the house do we	29
perception	existence	you	not	_	_	_	_	Mother	are you not finishing off your breakfast Fraser	29
perception	existence	you	not	_	_	_	_	Mother	are you not finishing off your breakfast	29
perception	existence	you	not	_	_	_	_	Mother	are you not eating it	29
perception	existence	me	no	_	_	_	_	Target_Child	no not me me eat that	29
perception	existence	it	not	_	_	_	_	Mother	it 's playing Twinkle_Little_Star is n't it	29
perception	existence	sun	not	_	_	_	_	Target_Child	not sun gone to bed	29
perception	existence	it	not	_	_	_	_	Mother	it 's a bit boring this one today is n't it	29
perception	existence	sleep	no	_	_	_	_	Target_Child	no but it very sleep	29
perception	existence	day	not	_	_	_	_	Mother	not a nice day	29
perception	existence	lot	not	_	_	_	_	Mother	not a lot	29
perception	existence	lot	not	_	_	_	_	Mother	not a lot	29
perception	existence	that	no	_	_	_	_	Target_Child	no that	29
perception	existence	Simpsons	not	_	_	_	_	Mother	Simpsons is n't it	29
perception	existence	he	not	_	_	_	_	Mother	is he not poorly anymore	29
perception	existence	bike	not	_	_	_	_	Target_Child	but not bike ride	18
perception	existence	Becky	no	_	_	_	_	Mother	no Becky	27
perception	possession	do	not	_	_	_	_	Mother	you do n't haf ta hold them down look	27
perception	existence	point	no	_	_	_	_	Mother	there 's no point just having one shoe on is there	27
perception	existence	I	not	_	_	_	_	Target_Child	I not like tomatoes	36
perception	existence	it	not	_	_	_	_	Mother	I tell you what it 's Grandad's birthday next Monday is n't it	36
perception	existence	it	not	_	_	_	_	Target_Child	it not matter Purdie	36
perception	existence	Jean	no	_	_	_	_	Target_Child	no Jean	36
perception	existence	it	not	_	_	_	_	Mother	when the postbox is closed it 's dark is n't it	36
perception	existence	onion	no	_	_	_	_	Target_Child	I no like onion	36
perception	possession	do	not	_	_	_	_	Mother	well Grandad Lastname has a greenhouse and Grandad_Bielbie does n't have a greenhouse does he	36
perception	existence	it	not	_	_	_	_	Mother	but we could hear it and it was very noisy was n't it	36
perception	possession	can	not	_	_	_	_	Mother	when they 're very frustrated and they want something and they ca n't have it they have a different cry	36
perception	possession	do	not	_	_	_	_	Mother	you do n't have milk now	36
perception	existence	scream	not	_	_	_	_	Mother	not a scream	36
perception	existence	Jeannine	not	_	_	_	_	Mother	it 's Jeannine not Jean	36
perception	existence	siren	no	_	_	_	_	Mother	no more sirens Thomas	36
perception	existence	siren	no	_	_	_	_	Mother	no more sirens Thomas	36
perception	existence	Thomas	no	_	_	_	_	Mother	no Thomas	36
perception	existence	noise	no	_	_	_	_	Target_Child	I make no noise	36
perception	existence	noise	no	_	_	_	_	Target_Child	I got Fireman_Sam make no noise	36
perception	existence	it	not	_	_	_	_	Mother	it still makes a bit of a noise but it 's only a clicking noise is n't it	36
perception	existence	wind	no	_	_	_	_	Mother	no it 's just the wind closing the door	25
perception	existence	that	no	_	_	_	_	Mother	no not that	19
perception	existence	ball	no	_	_	_	_	Mother	no not the ball	19
perception	existence	way	no	_	_	_	_	Target_Child	no way	43
perception	existence	way	no	_	_	_	_	Mother	no way	43
perception	existence	Sis	no	_	_	_	_	Target_Child	no Sis no	43
perception	existence	this	no	_	_	_	_	Target_Child	no this is mine	43
perception	existence	dog	no	_	_	_	_	Father	no the doggie ca n't get on the chair	39
perception	existence	book	no	_	_	_	_	Target_Child	no more books	39
perception	existence	book	no	_	_	_	_	Target_Child	no more books	39
perception	existence	clothes	no	_	_	_	_	Target_Child	no more clothes	39
perception	existence	clothes	no	_	_	_	_	Father	no more clothes oh empty dresser huh	39
perception	existence	Keisha	no	_	_	_	_	Mother	Keisha no he do n't	30
perception	existence	you	not	_	_	_	_	Mother	you not tired no more are you	30
perception	existence	more	no	_	_	_	_	Mother	you not tired no more are you	30
perception	possession	do	not	_	_	_	_	Mother	she does n't have a toy phone anymore	22
perception	existence	highchair	no	_	_	_	_	Mother	no just her highchair	22
perception	existence	Rocky	no	_	_	_	_	Target_Child	no Rocky	58
perception	existence	bow	not	_	_	_	_	Target_Child	I mean my bow not my arrow	58
perception	existence	mind	no	_	_	_	_	Target_Child	no I do n't mind if dogs	58
perception	possession	do	not	_	_	_	_	Target_Child	I do n't haf ta need it off	58
perception	existence	ring	not	_	_	_	_	Target_Child	but not my ring and my watch	58
perception	possession	will	not	_	_	_	_	Target_Child	after you finish so nobody wo n't haf ta clean the place up	58
perception	possession	do	not	_	_	_	_	Target_Child	he does n't have a_lot_of it	58
perception	existence	paper	no	_	_	_	_	Target_Child	hey you did n't put no paper	58
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have so much grain	58
perception	existence	grain	no	_	_	_	_	Target_Child	it 's not pushing no grain in there	58
perception	existence	we	not	_	_	_	_	Target_Child	we not gon na wait for you	58
perception	possession	do	not	_	_	_	_	Target_Child	Mommy we did n't have out eating stuff	58
perception	possession	do	not	_	_	_	_	Target_Child	we did n't have our eating thing	58
perception	possession	do	not	_	_	_	_	Mother	now I do n't haf ta get any birthday presents	58
perception	existence	use	no	_	_	_	_	Target_Child	no use	58
